"id";"word";"transcriptionUs";"transcriptionUk";"soundUsPath";"soundUkPath";"translates"
"413";"hi";"|haɪ|";"|haɪ|";"./sound/us/hi.mp3";"./sound/uk/hi.mp3";"привет"
"414";"high";"|haɪ|";"|haɪ|";"./sound/us/high.mp3";"./sound/uk/high.mp3";"высокий, большой, сильный, высоко, сильно, интенсивно, максимум, высшая точка"
"415";"him";"|hɪm|";"|hɪm|";"./sound/us/him.mp3";"./sound/uk/him.mp3";"его, ему"
"416";"his";"|hɪz|";"|hɪz|";"./sound/us/his.mp3";"./sound/uk/his.mp3";"его, свое, свой, принадлежащий ему, принадлежащий ему"
"417";"history";"|ˈhɪstrɪ|";"|ˈhɪst(ə)rɪ|";"./sound/us/history.mp3";"./sound/uk/history.mp3";"история, прошлое, историческая наука, историческая пьеса"
"418";"holiday";"|ˈhɑːlədeɪ|";"|ˈhɒlɪdeɪ|";"./sound/us/holiday.mp3";"./sound/uk/holiday.mp3";"праздник, отпуск, каникулы, праздничный, каникулярный, отдыхать"
"419";"home";"|həʊm|";"|həʊm|";"./sound/us/home.mp3";"./sound/uk/home.mp3";"дома, домой, в цель, дом, жилище, родина, домашний, родной, жить"
"420";"hometown";"|ˈhəʊmˈtɑʊn|";"|ˈhəʊmtaʊn|";"./sound/us/hometown.mp3";"./sound/uk/hometown.mp3";"родной город, город, где человек постоянно живет"
"421";"homework";"|ˈhəʊmwɜːrk|";"|ˈhəʊmwɜːk|";"./sound/us/homework.mp3";"./sound/uk/homework.mp3";"домашнее задание, домашняя работа, надомная работа, тщательная подготовка"
"422";"horse";"|hɔːrs|";"|hɔːs|";"./sound/us/horse.mp3";"./sound/uk/horse.mp3";"лошадь, конь, конница, конный, конский, лошадиный, ехать верхом"
"423";"hospital";"|ˈhɑːspɪtl|";"|ˈhɒspɪt(ə)l|";"./sound/us/hospital.mp3";"./sound/uk/hospital.mp3";"больница, госпиталь, богадельня, благотворительное заведение"
"424";"hot";"|hɑːt|";"|hɒt|";"./sound/us/hot.mp3";"./sound/uk/hot.mp3";"горячий, жаркий, горячо, жарко, горячить, нагревать, пустая болтовня"
"425";"hotel";"|həʊˈtel|";"|həʊˈtel|";"./sound/us/hotel.mp3";"./sound/uk/hotel.mp3";"отель, гостиница"
"426";"hour";"|ˈaʊər|";"|ˈaʊə|";"./sound/us/hour.mp3";"./sound/uk/hour.mp3";"час, определенное время дня"
"427";"house";"|haʊs|";"|haʊs|";"./sound/us/house.mp3";"./sound/uk/house.mp3";"дом, здание, палата, жилище, театр, хозяйство, жить, вмещать, вмещаться, приютить"
"428";"housework";"|ˈhaʊswɜːrk|";"|ˈhaʊswɜːk|";"./sound/us/housework.mp3";"./sound/uk/housework.mp3";"работа по дому"
"429";"how";"|haʊ|";"|haʊ|";"./sound/us/how.mp3";"./sound/uk/how.mp3";"как, каким образом, сколько, что, способ, метод"
"430";"hungry";"|ˈhʌŋɡrɪ|";"|ˈhʌŋɡrɪ|";"./sound/us/hungry.mp3";"./sound/uk/hungry.mp3";"голодный, голодающий, жаждущий, неплодородный, скудный, сильно желающий"
"431";"hurry";"|ˈhɜːrɪ|";"|ˈhʌrɪ|";"./sound/us/hurry.mp3";"./sound/uk/hurry.mp3";"торопить, торопиться, подгонять, спешка, поспешность, торопливость"
"432";"husband";"|ˈhʌzbənd|";"|ˈhʌzbənd|";"./sound/us/husband.mp3";"./sound/uk/husband.mp3";"муж, супруг, выйти замуж, экономить"
"433";"ice";"|aɪs|";"|aɪs|";"./sound/us/ice.mp3";"./sound/uk/ice.mp3";"лед, мороженое, ледяной, замораживать"
"434";"icon";"|ˈaɪkɑːn|";"|ˈaɪkɒn|";"./sound/us/icon.mp3";"./sound/uk/icon.mp3";"икона, изображение"
"435";"idea";"|aɪˈdiːə|";"|aɪˈdɪə|";"./sound/us/idea.mp3";"./sound/uk/idea.mp3";"идея, представление, мысль, понятие, план, намерение, фантазия, воображение"
"436";"if";"|ɪf|";"|ɪf|";"./sound/us/if.mp3";"./sound/uk/if.mp3";"если, ли, если бы, хотя, коли, условие, предположение, во всяком случае"
"437";"imagine";"|ɪˈmædʒɪn|";"|ɪˈmædʒɪn|";"./sound/us/imagine.mp3";"./sound/uk/imagine.mp3";"вообразить, воображать, представлять себе, думать, предполагать, догадываться"
"438";"imperative";"|ɪmˈperətɪv|";"|ɪmˈperətɪv|";"./sound/us/imperative.mp3";"./sound/uk/imperative.mp3";"императив, повелительное наклонение, императивный, повелительный"
"439";"important";"|ɪmˈpɔːrtnt|";"|ɪmˈpɔːt(ə)nt|";"./sound/us/important.mp3";"./sound/uk/important.mp3";"важный, значительный, существенный, напыщенный, важничающий"
"440";"impossible";"|ɪmˈpɑːsəbl|";"|ɪmˈpɒsɪb(ə)l|";"./sound/us/impossible.mp3";"./sound/uk/impossible.mp3";"невозможный, невероятный, невыполнимый, невозможное"
"441";"include";"|ɪnˈkluːd|";"|ɪnˈkluːd|";"./sound/us/include.mp3";"./sound/uk/include.mp3";"включать, заключать, содержать в себе"
"442";"infinitive";"|ɪnˈfɪnətɪv|";"|ɪnˈfɪnɪtɪv|";"./sound/us/infinitive.mp3";"./sound/uk/infinitive.mp3";"инфинитив, неопределенный"
"443";"informal";"|ɪnˈfɔːrml|";"|ɪnˈfɔːm(ə)l|";"./sound/us/informal.mp3";"./sound/uk/informal.mp3";"неофициальный, неформальный, непринужденный, без соблюдения формальностей"
"444";"information";"|ˌɪnfərˈmeɪʃn|";"|ɪnfəˈmeɪʃ(ə)n|";"./sound/us/information.mp3";"./sound/uk/information.mp3";"информация, данные, справки, сообщение, знания, осведомленность, донесение, жалоба"
"445";"inside";"|ˌɪnˈsaɪd|";"|ˌɪnˈsaɪd|";"./sound/us/inside.mp3";"./sound/uk/inside.mp3";"внутрь, внутри, внутри, в, внутренний, скрытый, внутренности"
"446";"instruction";"|ɪnˈstrʌkʃn|";"|ɪnˈstrʌkʃ(ə)n|";"./sound/us/instruction.mp3";"./sound/uk/instruction.mp3";"инструкция, команда, обучение, инструктаж, предписание, директива, оператор, учение"
"447";"instrument";"|ˈɪnstrəmənt|";"|ˈɪnstrʊm(ə)nt|";"./sound/us/instrument.mp3";"./sound/uk/instrument.mp3";"инструмент, прибор, приборный, инструментовать"
"448";"interest";"|ˈɪntrəst|";"|ˈɪntrəst|";"./sound/us/interest.mp3";"./sound/uk/interest.mp3";"заинтересовать, интересовать, интерес, процент, заинтересованность"
"449";"interesting";"|ˈɪntrəstɪŋ|";"|ˈɪnt(ə)rɪstɪŋ|";"./sound/us/interesting.mp3";"./sound/uk/interesting.mp3";"интересный, занятный"
"450";"international";"|ˌɪntərˈnæʃnəl|";"|ɪntəˈnæʃ(ə)n(ə)l|";"./sound/us/international.mp3";"./sound/uk/international.mp3";"международный, интернациональный, международное состязание"
"451";"internet";"|ˈɪntərnet|";"|ˈɪntənet|";"./sound/us/internet.mp3";"./sound/uk/internet.mp3";"интернет"
"452";"interview";"|ˈɪntərvjuː|";"|ˈɪntəvjuː|";"./sound/us/interview.mp3";"./sound/uk/interview.mp3";"интервью, беседа, встреча, интервьюировать, иметь беседу"
"453";"into";"|ˈɪntuː|";"|ˈɪntə|";"./sound/us/into.mp3";"./sound/uk/into.mp3";"в, на, к"
"454";"intonation";"|ˌɪntəˈneɪʃn|";"|ɪntəˈneɪʃ(ə)n|";"./sound/us/intonation.mp3";"./sound/uk/intonation.mp3";"интонация, зачин, модуляция, произнесение нараспев, пение речитативом"
"455";"introduce";"|ɪntrəˈduːs|";"|ɪntrəˈdjuːs|";"./sound/us/introduce.mp3";"./sound/uk/introduce.mp3";"вводить, вносить, представлять, знакомить, применять, включать, привносить"
"456";"introduction";"|ˌɪntrəˈdʌkʃn|";"|ˌɪntrəˈdʌkʃ(ə)n|";"./sound/us/introduction.mp3";"./sound/uk/introduction.mp3";"введение, внедрение, внесение, интродукция, предисловие, учреждение, нововведение"
"457";"invite";"|ɪnˈvaɪt|";"|ɪnˈvaɪt|";"./sound/us/invite.mp3";"./sound/uk/invite.mp3";"приглашение, приглашать, просить, привлекать, звать"
"458";"irregular";"|ɪˈreɡjələr|";"|ɪˈreɡjʊlə|";"./sound/us/irregular.mp3";"./sound/uk/irregular.mp3";"нерегулярный, неправильный, неравномерный, неровный, незаконный, нестандартный"
"459";"is";"|ɪz|";"|ɪz|";"./sound/us/is.mp3";"./sound/uk/is.mp3";"является, быть, находиться, составлять, происходить, существовать, равняться, стоить, бывать"
"460";"island";"|ˈaɪlənd|";"|ˈaɪlənd|";"./sound/us/island.mp3";"./sound/uk/island.mp3";"остров, островок, окружать водой, изолировать"
"461";"it";"|ɪt|";"|ɪt|";"./sound/us/it.mp3";"./sound/uk/it.mp3";"это, этого, он, она, оно, него, последнее слово, идеал"
"462";"its";"|ɪts|";"|ɪts|";"./sound/us/its.mp3";"./sound/uk/its.mp3";"свой, его, ее, принадлежащий ему, принадлежащий ей"
"463";"january";"|ˈdʒænjʊerɪ|";"|ˈdʒænjʊ(ə)rɪ|";"./sound/us/january.mp3";"./sound/uk/january.mp3";"январь, январский"
"464";"jazz";"|dʒæz|";"|dʒæz|";"./sound/us/jazz.mp3";"./sound/uk/jazz.mp3";"джаз, пестрота, джазовый, кричащий, грубый"
"465";"jealous";"|ˈdʒeləs|";"|ˈdʒeləs|";"./sound/us/jealous.mp3";"./sound/uk/jealous.mp3";"ревнивый, ревнующий, завидующий, завистливый, ревностный, ревниво оберегающий"
"466";"jeans";"|dʒiːnz|";"|dʒiːnz|";"./sound/us/jeans.mp3";"./sound/uk/jeans.mp3";"джинсы"
"467";"job";"|dʒɑːb|";"|dʒɒb|";"./sound/us/job.mp3";"./sound/uk/job.mp3";"работа, задание, выполнять задание, аккордный, наемный"
"468";"join";"|dʒɔɪn|";"|dʒɔɪn|";"./sound/us/join.mp3";"./sound/uk/join.mp3";"соединение, точка соединения, присоединить, присоединиться, вступать"
"469";"journalist";"|ˈdʒɜːrnəlɪst|";"|ˈdʒɜːn(ə)lɪst|";"./sound/us/journalist.mp3";"./sound/uk/journalist.mp3";"журналист, газетчик, редактор газеты, редактор журнала, газетный сотрудник"
"470";"journey";"|ˈdʒɜːrnɪ|";"|ˈdʒɜːnɪ|";"./sound/us/journey.mp3";"./sound/uk/journey.mp3";"путешествие, поездка, рейс, вояж, прогулка, путешествовать, совершать путешествие"
"471";"juice";"|dʒuːs|";"|dʒuːs|";"./sound/us/juice.mp3";"./sound/uk/juice.mp3";"сок, фруктовый сок, горючее, бензин, сущность, электроэнергия, электрический ток"
"472";"july";"|dʒʊˈlaɪ|";"|dʒuːˈlaɪ|";"./sound/us/july.mp3";"./sound/uk/july.mp3";"июль, июльский"
"473";"june";"|dʒuːn|";"|dʒuːn|";"./sound/us/june.mp3";"./sound/uk/june.mp3";"июнь, июньский"
"474";"just";"|dʒʌst|";"|dʒəst|";"./sound/us/just.mp3";"./sound/uk/just.mp3";"просто, только что, как раз, именно, точно, точный, справедливый, верный, заслуженный"
"475";"key";"|kiː|";"|kiː|";"./sound/us/key.mp3";"./sound/uk/key.mp3";"ключевой, основной, главный, ключ, клавиша, кнопка, код, настраивать"
"476";"kind";"|kaɪnd|";"|kaɪnd|";"./sound/us/kind.mp3";"./sound/uk/kind.mp3";"вид, род, тип, разновидность, сорт, класс, добрый, любезный, хороший, сердечный"
"477";"king";"|kɪŋ|";"|kɪŋ|";"./sound/us/king.mp3";"./sound/uk/king.mp3";"царь, король, монарх, властитель, дамка, править, повелевать, управлять"
"478";"kingdom";"|ˈkɪŋdəm|";"|ˈkɪŋdəm|";"./sound/us/kingdom.mp3";"./sound/uk/kingdom.mp3";"царство, королевство, мир, область, сфера"
"479";"kitchen";"|ˈkɪtʃɪn|";"|ˈkɪtʃɪn|";"./sound/us/kitchen.mp3";"./sound/uk/kitchen.mp3";"кухня, кухонный"
"480";"know";"|nəʊ|";"|nəʊ|";"./sound/us/know.mp3";"./sound/uk/know.mp3";"знать, узнавать, уметь, иметь представление, испытывать, пережить, быть знакомым"
"481";"lamp";"|læmp|";"|læmp|";"./sound/us/lamp.mp3";"./sound/uk/lamp.mp3";"лампа, светильник, фонарь, ламповый, светить, освещать"
"482";"landline";"|ˈlændlaɪn|";"|ˈlæn(d)læɪn|";"./sound/us/landline.mp3";"./sound/uk/landline.mp3";"наземная линия связи, линия проводной связи, наземная линия"
"483";"language";"|ˈlæŋɡwɪdʒ|";"|ˈlæŋɡwɪdʒ|";"./sound/us/language.mp3";"./sound/uk/language.mp3";"язык, речь, брань, стиль, язык писателя, языковой"
"484";"laptop";"|ˈlæptɑːp|";"|ˈlæptɒp|";"./sound/us/laptop.mp3";"./sound/uk/laptop.mp3";"ноутбук, портативный компьютер, лаптоп, наколенный"
"485";"large";"|lɑːrdʒ|";"|lɑːdʒ|";"./sound/us/large.mp3";"./sound/uk/large.mp3";"большой, крупный, широкий, значительный, крупно, широко, пространно"
"486";"late";"|leɪt|";"|leɪt|";"./sound/us/late.mp3";"./sound/uk/late.mp3";"поздний, последний, покойный, поздно, недавно, за последнее время"
"487";"later";"|ˈleɪtər|";"|ˈleɪtə|";"./sound/us/later.mp3";"./sound/uk/later.mp3";"позже, поздно, позднее, недавно, поздний, более поздний, последний, бывший"
"488";"lawyer";"|ˈlɔːjər|";"|ˈlɔːjə|";"./sound/us/lawyer.mp3";"./sound/uk/lawyer.mp3";"адвокат, юрист, юрисконсульт"
